name,category,time
Andreea Boghean,Women,00:42:49
Madalina Maria Dina,Women,00:42:50
Bogdan Cotoarba,Men,00:42:50
Marius Hrini,Men,00:42:50
Bogdan Pop,Men,00:42:50
Aneta Luminita Socaciu,Women,00:42:50
Alexandra Zoicas,Women,00:42:51
Gabor Monori,Men,00:42:57
Dana Onisa,Women,00:42:58
Tudor Prodan,Men,00:42:59
Izabella Kulcsar,Women,00:42:59
Ileana Oprea,Women,00:43:01
Adela Berintan,Women,00:43:01
Cezara Iftodi,Women,00:43:02
Mihai Cenan,Men,00:43:02
Anca Cristina Mirza,Women,00:43:02
Attila Tarr,Men,00:43:03
Csaba Fulop,Men,00:43:03
Elena Sarmasan,Women,00:43:04
Ramona Micu,Women,00:43:07
Szilard Kozma,Men,00:43:07
Radu Matei,Men,00:43:07
Antonio Cerezo,Men,00:43:08
Adina Hognogiu,Women,00:43:08
Roxana Bica,Women,00:43:09
Radu Astilean,Men,00:43:09
Mihaela Corovei,Women,00:43:09
George Farcas,Men,00:43:10
Andrei Roth,Men,00:43:10
Raluca Merlas,Women,00:43:11
Ioana Curta,Women,00:43:11
Gheorghe Astelean,Men,00:43:11
Cristian Mois,Men,00:43:13
Nicolae Andrei Dunca,Men,00:43:15
Ionut Anichitei,Men,00:43:16
Zsolt Gabor Teleky,Men,00:43:17
Alexandru Costin,Men,00:43:17
Madalina Pura,Women,00:43:17
Annamaria Condor,Women,00:43:18
Antonia Chis,Women,00:43:18
Flavius Pintican,Men,00:43:22
Nicolae Muresan,Men,00:43:22
Florin Sampalean,Men,00:43:23
Tibi Lotrean,Men,00:43:25
Marius Stan,Men,00:43:26
Ancuța Caliment,Women,00:43:26
Andrei Spatariu,Women,00:43:28
Anamaria Pacurar,Women,00:43:28
Cristina Persa,Women,00:43:29
Simina Serban,Women,00:43:30
Victor Bagut,Men,00:43:31
Bianca Alban,Women,00:43:33
Bogdan Ionut Tanasie,Women,00:43:37
Elod-Tamas Albert,Men,00:43:38
Monica Ringhilescu,Women,00:43:38
Octavian Hera,Men,00:43:38
Eniko Veres,Women,00:43:39
Georgiana Cretu,Women,00:43:40
Cornel Muresan,Men,00:43:42
Claudiu Haidu,Men,00:43:42
Mircea Anton,Men,00:43:42
Mihai Moldovan,Men,00:43:43
Cristina Vlad,Women,00:43:44
Narcis Ciobotariu,Men,00:43:45
Razvan Carausu,Men,00:43:47
Olivia Cristina Radu,Women,00:43:50
Emil Calin Chinole,Men,00:43:51
Maria Burnar,Women,00:43:53
Adriana Ciocan,Women,00:43:54
Raluca Petronela Mechno,Women,00:43:55
Corina Bardan,Women,00:43:56
Marius Lehene,Men,00:43:56
Oana Stinga,Women,00:43:57
Bianca Precup,Women,00:43:58
Timea Bartha,Women,00:44:00
Raluca Boita,Women,00:44:00
Sergiu Biris,Men,00:44:00
Andrea-Carmen Popa,Women,00:44:01
Lucian Gavrilescu,Men,00:44:01
Robert Kincses,Men,00:44:01
Robert Szathmari,Men,00:44:01
Raul Marian,Men,00:44:02
Bianca Dumitru,Women,00:44:03
Tatiana Doljikov,Women,00:44:04
Vitalii Doljikov,Men,00:44:05
Gabriel Ercsei,Men,00:44:06
Gabriel Ioan Rusu,Men,00:44:06
Cosmina Persa,Women,00:44:10
Ovidiu Pop,Men,00:44:11
Oana Dunca,Women,00:44:11
Rada Sonea,Women,00:44:12
Simona Godja,Women,00:44:15
Adriana Boariu,Women,00:44:18
Mihaela Daniela Muresan,Women,00:44:18
Vlad Dragan,Men,00:44:20
Dana Catarig,Women,00:44:22
Kinga Reka Vincze,Women,00:44:24
Madalina Malinas,Women,00:44:26
Stefan Marosan,Men,00:44:28
Nicoleta Faur,Women,00:44:28
Natsavis Tassos,Men,00:44:29
Florin Adrian Ionce,Men,00:44:29
Moldovan Adrian,Men,00:44:30
Pintilei Bogdan,Men,00:44:30
Gae Andrada,Women,00:44:30
Marina Feher,Women,00:44:31
Zoltan Benedek,Men,00:44:31
Andrea Magyar,Women,00:44:32
Istvan Czako,Women,00:44:32
Doina Blindu,Women,00:44:32
Abigel Tolnai,Women,00:44:32
Radu Bochis,Men,00:44:33
Oana Popa,Women,00:44:36
Mirela Tarnovan,Women,00:44:37
Ioan Tarnovan,Men,00:44:38
Ovidiu Iancau,Men,00:44:38
Lorant Zalanyi,Men,00:44:40
Crisan Adelina,Women,00:44:41
Marian-Alexandru Cherciu,Men,00:44:41
Sebastian Hadarean,Men,00:44:42
Adriana Coca,Women,00:44:43
Horvath Timea,Women,00:44:43
Mihaela Crisan,Women,00:44:47
Diana Andrasi,Women,00:44:48
Alin-Raul Muresan,Men,00:44:50
Sandra Sarlea,Women,00:44:51
Ciprian Pop,Men,00:44:53
Laura Salvador Moran,Women,00:44:53
Dragos Crisan,Men,00:44:54
Dragos Arnold,Men,00:44:57
Gabriela Simon,Women,00:44:58
